Institution Name,City,State,ZIP Code,Cluster,In-State Tuition,Out-of-State Tuition,Total Cost ($),% Receiving Pell Grants,% Receiving Federal Loans,Graduation Rate (4-Year),3-Year Default Rate,Latitude,Longitude
Wade College,Dallas,TX,75207,"High-Risk, High-Aid Institutions",17692.0,17692.0,28347.0,0.6815,0.7771,0.4545,0.0,32.78693,-96.82181
Navarro College,Corsicana,TX,75110,"Middle-Tier, Mixed-Aid Institutions",3008.0,6578.0,17659.0,0.3177,0.1945,0.2395,0.0,32.08071,-96.52344
Lone Star College System,The Woodlands,TX,77381,"Middle-Tier, Mixed-Aid Institutions",3090.0,8700.0,14637.0,0.2308,0.0786,0.185,0.0,30.17791,-95.50266
University of North Texas,Denton,TX,76203,"Middle-Tier, Mixed-Aid Institutions",11164.0,21244.0,25470.0,0.3608,0.391,0.5957,0.0,33.21213,-97.15181
Odessa College,Odessa,TX,79764,"Middle-Tier, Mixed-Aid Institutions",2640.0,4806.0,12315.0,0.2553,0.0288,0.2794,0.0,31.88546,-102.47378
Our Lady of the Lake University,San Antonio,TX,78207,"High-Risk, High-Aid Institutions",31728.0,31728.0,42137.0,0.5749,0.646,0.4243,0.0,29.42223,-98.52545
The University of Texas Rio Grande Valley,Edinburg,TX,78539,"Middle-Tier, Mixed-Aid Institutions",9859.0,19939.0,18343.0,0.6376,0.2558,0.4927,0.0,26.28,-98.18311
Paul Quinn College,Dallas,TX,75241,"High-Risk, High-Aid Institutions",13498.0,13498.0,24912.0,0.6976,0.5571,0.381,0.0,32.667,-96.75903
Prairie View A & M University,Prairie View,TX,77446,"High-Risk, High-Aid Institutions",11299.0,26874.0,25958.0,0.6244,0.5808,0.4322,0.0,30.0871,-95.9895
Rice University,Houston,TX,77005,"Elite, Low-Aid Institutions",58128.0,58128.0,74110.0,0.1607,0.0625,0.9569,0.0,29.71824,-95.42413
Saint Edward's University,Austin,TX,78704,"Elite, Low-Aid Institutions",51384.0,51384.0,64975.0,0.3947,0.4814,0.6418,0.0,30.24298,-97.76537
University of St Thomas,Houston,TX,77006,"Elite, Low-Aid Institutions",33660.0,33660.0,44151.0,0.3792,0.3625,0.6862,0.0,29.74086,-95.39126
University of St Thomas,Houston,TX,77006,"Elite, Low-Aid Institutions",33660.0,33660.0,44151.0,0.3792,0.3625,0.6862,0.0,29.74086,-95.39126
Sam Houston State University,Huntsville,TX,77340,"Middle-Tier, Mixed-Aid Institutions",9228.0,19020.0,24517.0,0.3985,0.4631,0.5507,0.0,30.64601,-95.53441
San Antonio College,San Antonio,TX,78212,"Middle-Tier, Mixed-Aid Institutions",3412.0,14422.0,11576.0,0.3369,0.0513,0.2206,0.0,29.46447,-98.49222
San Jacinto Community College,Pasadena,TX,77505,"Middle-Tier, Mixed-Aid Institutions",1992.0,5352.0,14990.0,0.303,0.0232,0.3439,0.0,29.64895,-95.14284
Schreiner University,Kerrville,TX,78028,"High-Risk, High-Aid Institutions",37396.0,37396.0,46294.0,0.4381,0.6576,0.437,0.0,30.04115,-99.16276
St. Mary's University,San Antonio,TX,78228,"High-Risk, High-Aid Institutions",36242.0,36242.0,46368.0,0.4203,0.5217,0.5879,0.0,29.46072,-98.57201
Southern Methodist University,Dallas,TX,75275,"Elite, Low-Aid Institutions",64460.0,64460.0,82532.0,0.1186,0.2174,0.8325,0.0,,
Southwestern Assemblies of God University,Waxahachie,TX,75165,"High-Risk, High-Aid Institutions",18610.0,18610.0,32765.0,0.495,0.6372,0.3553,0.0,32.36687,-96.79677
Southwestern University,Georgetown,TX,78626,"Elite, Low-Aid Institutions",51058.0,51058.0,63645.0,0.2313,0.4302,0.6934,0.0,30.66664,-97.59878
Stephen F Austin State University,Nacogdoches,TX,75961,"Middle-Tier, Mixed-Aid Institutions",10600.0,20680.0,24231.0,0.3679,0.4294,0.5175,0.0,31.5576,-94.51098
Texas State University,San Marcos,TX,78666,"Middle-Tier, Mixed-Aid Institutions",11450.0,23210.0,26348.0,0.3615,0.4259,0.5617,0.0,29.8826,-97.97974
Southwestern Adventist University,Keene,TX,76059,"High-Risk, High-Aid Institutions",24588.0,24588.0,35804.0,0.3885,0.5602,0.4109,0.0,32.3921,-97.32897
Southwestern Christian College,Terrell,TX,75160,"Middle-Tier, Mixed-Aid Institutions",12121.0,12121.0,21900.0,0.9057,0.0283,0.4918,0.045,32.76466,-96.29835
Sul Ross State University,Alpine,TX,79832,"Middle-Tier, Mixed-Aid Institutions",7592.0,17384.0,23759.0,0.5161,0.38,0.2744,0.0,30.36316,-103.64934
Tarleton State University,Stephenville,TX,76401,"Middle-Tier, Mixed-Aid Institutions",7878.0,17958.0,22981.0,0.3711,0.4548,0.5123,0.0,32.27918,-98.19994
Texas A & M University-Kingsville,Kingsville,TX,78363,"High-Risk, High-Aid Institutions",9892.0,26106.0,22262.0,0.5455,0.4648,0.4559,0.0,27.43836,-97.85532
Texas A & M University-College Station,College Station,TX,77843,"Elite, Low-Aid Institutions",13099.0,40328.0,32085.0,0.1923,0.2634,0.8378,0.0,30.61527,-96.34027
The University of Texas at Arlington,Arlington,TX,76013,"Middle-Tier, Mixed-Aid Institutions",11728.0,29660.0,25265.0,0.3958,0.3281,0.5652,0.0,32.72027,-97.15652
The University of Texas at Austin,Austin,TX,78705,"Elite, Low-Aid Institutions",11678.0,42778.0,29842.0,0.2511,0.2706,0.8764,0.0,30.2947,-97.739
The University of Texas at Dallas,Richardson,TX,75080,"Middle-Tier, Mixed-Aid Institutions",14564.0,40064.0,28210.0,0.2973,0.3528,0.7083,0.0,32.97382,-96.7416
The University of Texas at El Paso,El Paso,TX,79968,"Middle-Tier, Mixed-Aid Institutions",9744.0,25512.0,19327.0,0.606,0.2946,0.4595,0.0,,
The University of Texas at Tyler,Tyler,TX,75799,"Middle-Tier, Mixed-Aid Institutions",9920.0,25198.0,23669.0,0.3796,0.3266,0.4677,0.0,,
Texas Christian University,Fort Worth,TX,76129,"Elite, Low-Aid Institutions",57220.0,57220.0,72778.0,0.1347,0.2505,0.8561,0.0,32.70934,-97.36255
Texas College,Tyler,TX,75702,"High-Risk, High-Aid Institutions",10008.0,10008.0,20832.0,0.8536,0.6293,0.1069,0.0,32.36403,-95.31207
Texas Lutheran University,Seguin,TX,78155,"High-Risk, High-Aid Institutions",34920.0,34920.0,47548.0,0.3763,0.6593,0.5518,0.0,29.53305,-97.93832
The University of Texas Permian Basin,Odessa,TX,79762,"Middle-Tier, Mixed-Aid Institutions",10904.0,23212.0,21727.0,0.356,0.2983,0.4298,0.0,31.92573,-102.35502
The University of Texas at San Antonio,San Antonio,TX,78249,"Middle-Tier, Mixed-Aid Institutions",8991.0,21965.0,21474.0,0.4225,0.4257,0.5119,0.0,29.56752,-98.614
Texas Southern University,Houston,TX,77004,"High-Risk, High-Aid Institutions",9173.0,21773.0,24899.0,0.713,0.6527,0.1989,0.0,29.72477,-95.36498
Texas Tech University,Lubbock,TX,79409,"Middle-Tier, Mixed-Aid Institutions",11852.0,24451.0,27472.0,0.2575,0.4348,0.6747,0.0,,
Texas Wesleyan University,Fort Worth,TX,76105,"High-Risk, High-Aid Institutions",37934.0,37934.0,50619.0,0.4114,0.4279,0.3235,0.0,32.72327,-97.26999
Texas Woman's University,Denton,TX,76204,"Middle-Tier, Mixed-Aid Institutions",8648.0,18720.0,20399.0,0.4045,0.3909,0.4421,0.0,,
Trinity University,San Antonio,TX,78212,"Elite, Low-Aid Institutions",51352.0,51352.0,65774.0,0.164,0.2918,0.8193,0.0,29.46447,-98.49222
Tyler Junior College,Tyler,TX,75701,"Middle-Tier, Mixed-Aid Institutions",3112.0,5752.0,15881.0,0.3562,0.2001,0.2669,0.0,32.32297,-95.29679
Wayland Baptist University,Plainview,TX,79072,"High-Risk, High-Aid Institutions",23186.0,23186.0,34762.0,0.3952,0.4338,0.1919,0.0,34.1719,-101.745
Weatherford College,Weatherford,TX,76086,"Middle-Tier, Mixed-Aid Institutions",4560.0,9630.0,15148.0,0.1943,0.1447,0.2283,0.0,32.75345,-97.78909
West Texas A & M University,Canyon,TX,79016,"Middle-Tier, Mixed-Aid Institutions",9101.0,10996.0,23383.0,0.3933,0.382,0.4731,0.0,34.98338,-101.9148
Wiley University,Marshall,TX,75670,"High-Risk, High-Aid Institutions",12500.0,12500.0,20322.0,0.7708,0.6218,0.2,0.0,32.56456,-94.42326
Brigham Young University,Provo,UT,84602,"Middle-Tier, Mixed-Aid Institutions",6496.0,6496.0,20879.0,0.3229,0.1163,0.8221,0.0,40.25412,-111.65009
Brigham Young University-Hawaii,Laie,HI,96762,"Middle-Tier, Mixed-Aid Institutions",6438.0,6438.0,22970.0,0.2969,0.2095,0.5439,0.0,21.62468,-157.94201
Utah Tech University,Saint George,UT,84770,"Middle-Tier, Mixed-Aid Institutions",6074.0,17644.0,19660.0,0.223,0.1661,0.3421,0.0,37.13818,-113.6294
Eagle Gate College-Murray,Murray,UT,84123,"High-Risk, High-Aid Institutions",16491.0,16491.0,33925.0,0.4828,0.6935,0.5278,0.0,40.65837,-111.92177
Ensign College,Salt Lake City,UT,84101,"Middle-Tier, Mixed-Aid Institutions",3888.0,3888.0,13892.0,0.1134,0.0306,0.3109,0.0,40.75628,-111.89996
Snow College,Ephraim,UT,84627,"Middle-Tier, Mixed-Aid Institutions",4564.0,14130.0,12190.0,0.2088,0.1244,0.4665,0.0,39.35515,-111.58457
Southern Utah University,Cedar City,UT,84720,"Middle-Tier, Mixed-Aid Institutions",6770.0,20586.0,19512.0,0.2421,0.1726,0.5899,0.0,37.55477,-113.25665
Utah State University,Logan,UT,84322,"Middle-Tier, Mixed-Aid Institutions",9228.0,24802.0,21050.0,0.2569,0.1925,0.5732,0.0,41.75822,-111.81256
Utah Valley University,Orem,UT,84058,"Middle-Tier, Mixed-Aid Institutions",6270.0,17830.0,15172.0,0.2337,0.0895,0.4074,0.0,40.27474,-111.71468
University of Utah,Salt Lake City,UT,84112,"Middle-Tier, Mixed-Aid Institutions",9315.0,29837.0,21799.0,0.201,0.215,0.6391,0.0,40.7652,-111.84123
Weber State University,Ogden,UT,84408,"Middle-Tier, Mixed-Aid Institutions",6391.0,17084.0,16172.0,0.1642,0.1068,0.4298,0.0,41.19252,-111.93966
Westminster University,Salt Lake City,UT,84105,"Elite, Low-Aid Institutions",41416.0,41416.0,56801.0,0.2508,0.6608,0.6936,0.0,40.73841,-111.85982
Bennington College,Bennington,VT,05201,"Elite, Low-Aid Institutions",64644.0,64644.0,82968.0,0.2124,0.4942,0.6667,0.0,42.87652,-73.1426
Champlain College,Burlington,VT,05401,"Elite, Low-Aid Institutions",45550.0,45550.0,63000.0,0.2314,0.5134,0.6301,0.0,44.47484,-73.21758
Goddard College,Plainfield,VT,05667,"High-Risk, High-Aid Institutions",19568.0,19568.0,36263.0,0.5268,0.6875,0.75,0.0,44.28122,-72.3986
Middlebury College,Middlebury,VT,05753,"Elite, Low-Aid Institutions",65280.0,65280.0,82260.0,0.1673,0.2279,0.9259,0.0,43.9991,-73.17403
Norwich University,Northfield,VT,05663,"Elite, Low-Aid Institutions",49600.0,49600.0,65098.0,0.2445,0.459,0.6103,0.0,44.14946,-72.67239
Saint Michael's College,Colchester,VT,05439,"Elite, Low-Aid Institutions",50040.0,50040.0,67174.0,0.177,0.5831,0.6887,0.0,44.49573,-73.16524
Sterling College,Craftsbury Common,VT,05827,"High-Risk, High-Aid Institutions",40760.0,40760.0,52300.0,0.3465,0.3564,0.4286,0.009,44.68135,-72.36198
Sterling College,Craftsbury Common,VT,05827,"Middle-Tier, Mixed-Aid Institutions",40760.0,40760.0,52300.0,0.3465,0.3564,0.4286,0.009,44.68135,-72.36198
Vermont State University,Randolph,VT,05061,"High-Risk, High-Aid Institutions",11400.0,21408.0,30074.0,0.3148,0.5528,0.4894,0.0,43.93023,-72.58087
University of Vermont,Burlington,VT,05405,"Elite, Low-Aid Institutions",18890.0,43890.0,35116.0,0.1283,0.384,0.7856,0.0,44.47475,-73.19649
Averett University,Danville,VA,24541,"High-Risk, High-Aid Institutions",38550.0,38550.0,51456.0,0.3904,0.6754,0.4357,0.0,36.59072,-79.51572
Bluefield University,Bluefield,VA,24605,"High-Risk, High-Aid Institutions",29696.0,29696.0,41806.0,0.4567,0.6199,0.2714,0.0,37.24093,-81.36123
Bridgewater College,Bridgewater,VA,22812,"Elite, Low-Aid Institutions",41350.0,41350.0,56195.0,0.2939,0.6477,0.4944,0.0,38.37934,-79.03836
William & Mary,Williamsburg,VA,23187,"Elite, Low-Aid Institutions",25040.0,49412.0,41118.0,0.1208,0.2335,0.9101,0.0,,
Regent University,Virginia Beach,VA,23464,"High-Risk, High-Aid Institutions",20686.0,20686.0,30550.0,0.48,0.574,0.5409,0.0,36.79732,-76.17899
Christopher Newport University,Newport News,VA,23606,"Elite, Low-Aid Institutions",16351.0,30988.0,32242.0,0.1457,0.3648,0.7508,0.0,37.07847,-76.49557
Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,23462,"High-Risk, High-Aid Institutions",18457.0,18457.0,22769.0,0.6187,0.7605,0.281,0.0,36.8366,-76.15105
Emory & Henry University,Emory,VA,24327,"High-Risk, High-Aid Institutions",35280.0,35280.0,52311.0,0.4085,0.659,0.5375,0.0,36.77357,-81.82971
Eastern Mennonite University,Harrisonburg,VA,22802,"Elite, Low-Aid Institutions",41860.0,41860.0,54378.0,0.2691,0.5538,0.4709,0.0,38.50016,-78.8585
Ferrum College,Ferrum,VA,24088,"High-Risk, High-Aid Institutions",38320.0,38320.0,54506.0,0.4651,0.7481,0.2886,0.0,36.89492,-80.0798
George Mason University,Fairfax,VA,22030,"Middle-Tier, Mixed-Aid Institutions",13815.0,39397.0,26972.0,0.2951,0.3425,0.6932,0.0,38.83891,-77.34188
Hampden-Sydney College,Hampden-Sydney,VA,23943,"Elite, Low-Aid Institutions",52388.0,52388.0,67129.0,0.22,0.48,0.6527,0.0,37.24181,-78.46041
Hampton University,Hampton,VA,23668,"High-Risk, High-Aid Institutions",29162.0,29162.0,45968.0,0.3806,0.5636,0.5567,0.0,37.02034,-76.33839
Hollins University,Roanoke,VA,24020,"Elite, Low-Aid Institutions",42260.0,42260.0,57481.0,0.3314,0.589,0.6968,0.0,37.35739,-79.94279
James Madison University,Harrisonburg,VA,22807,"Elite, Low-Aid Institutions",13576.0,30790.0,30213.0,0.1683,0.3042,0.8089,0.0,38.43495,-78.86736
Liberty University,Lynchburg,VA,24515,"Elite, Low-Aid Institutions",21222.0,21222.0,41707.0,0.3908,0.4902,0.6348,0.0,37.35261,-79.17827
Longwood University,Farmville,VA,23909,"Elite, Low-Aid Institutions",15200.0,27410.0,32870.0,0.26,0.4943,0.616,0.0,37.29891,-78.39635
University of Lynchburg,Lynchburg,VA,24501,"Elite, Low-Aid Institutions",35540.0,35540.0,48300.0,0.2731,0.5802,0.6162,0.0,37.35565,-79.15608
Centra College,Lynchburg,VA,24501,"Elite, Low-Aid Institutions",12263.0,12263.0,31771.0,0.4367,0.738,1.0,0.0,37.35565,-79.15608
Mary Baldwin University,Staunton,VA,24401,"High-Risk, High-Aid Institutions",33157.0,33157.0,44435.0,0.4833,0.6644,0.5566,0.0,38.13257,-79.08846
University of Mary Washington,Fredericksburg,VA,22401,"Middle-Tier, Mixed-Aid Institutions",14559.0,31479.0,29234.0,0.2024,0.3075,0.6738,0.0,38.29928,-77.48704
Marymount University,Arlington,VA,22207,"Elite, Low-Aid Institutions",39050.0,39050.0,55748.0,0.2211,0.3503,0.5789,0.0,38.90665,-77.12384
American National University,Salem,VA,24153,"High-Risk, High-Aid Institutions",10735.0,10735.0,24065.0,0.7147,0.8095,0.2632,0.0,37.29674,-80.11609
Norfolk State University,Norfolk,VA,23504,"High-Risk, High-Aid Institutions",9910.0,21412.0,26093.0,0.6219,0.5827,0.3267,0.0,36.85677,-76.26568
Old Dominion University,Norfolk,VA,23529,"Middle-Tier, Mixed-Aid Institutions",12262.0,32662.0,27180.0,0.3694,0.4217,0.4435,0.0,,
Radford University,Radford,VA,24142,"High-Risk, High-Aid Institutions",12286.0,25185.0,26681.0,0.3537,0.5514,0.4962,0.0,37.13833,-80.55084
Randolph-Macon College,Ashland,VA,23005,"Elite, Low-Aid Institutions",48002.0,48002.0,61174.0,0.202,0.5819,0.746,0.0,37.75982,-77.4826
Randolph College,Lynchburg,VA,24503,"High-Risk, High-Aid Institutions",29010.0,29010.0,43838.0,0.4059,0.5628,0.5149,0.0,37.45272,-79.24286
University of Richmond,University of Richmond,VA,23173,"Elite, Low-Aid Institutions",62600.0,62600.0,77290.0,0.1755,0.3335,0.8784,0.0,37.57677,-77.54069
Riverside College of Health Careers,Newport News,VA,23601,"High-Risk, High-Aid Institutions",14875.0,14875.0,29743.0,0.4792,0.7348,0.625,0.0,37.05862,-76.46414
Roanoke College,Salem,VA,24153,"Elite, Low-Aid Institutions",36774.0,36774.0,54059.0,0.2432,0.8094,0.6589,0.0,37.29674,-80.11609
Shenandoah University,Winchester,VA,22601,"Elite, Low-Aid Institutions",36028.0,36028.0,50500.0,0.1865,0.5847,0.7055,0.0,39.1743,-78.1743
Southern Virginia University,Buena Vista,VA,24416,"High-Risk, High-Aid Institutions",20040.0,20040.0,33066.0,0.4329,0.5563,0.3829,0.0,37.72892,-79.35534
Sweet Briar College,Sweet Briar,VA,24595,"High-Risk, High-Aid Institutions",25110.0,25110.0,41832.0,0.3129,0.5055,0.481,0.0,37.55904,-79.08421
University of Virginia's College at Wise,Wise,VA,24293,"Middle-Tier, Mixed-Aid Institutions",11656.0,32540.0,24315.0,0.3298,0.2148,0.4981,0.0,37.00559,-82.56458
Virginia Polytechnic Institute and State University,Blacksburg,VA,24061,"Elite, Low-Aid Institutions",15478.0,36694.0,32040.0,0.1501,0.3426,0.8628,0.0,37.22539,-80.42658
Virginia Commonwealth University,Richmond,VA,23284,"Elite, Low-Aid Institutions",16458.0,39042.0,34346.0,0.2971,0.4173,0.6538,0.0,37.54759,-77.45273
University of Virginia-Main Campus,Charlottesville,VA,22903,"Elite, Low-Aid Institutions",20986.0,58014.0,38132.0,0.1371,0.2041,0.953,0.0,38.01239,-78.60159
Virginia Military Institute,Lexington,VA,24450,"Elite, Low-Aid Institutions",20484.0,51186.0,33738.0,0.1647,0.5992,0.818,0.0,37.77883,-79.53888
Virginia University of Lynchburg,Lynchburg,VA,24501,"High-Risk, High-Aid Institutions",9248.0,9248.0,25548.0,0.7853,0.7423,0.2609,0.0,37.35565,-79.15608
Virginia State University,Petersburg,VA,23806,"High-Risk, High-Aid Institutions",9755.0,22006.0,24173.0,0.71,0.7567,0.4072,0.0,,
Virginia Union University,Richmond,VA,23220,"High-Risk, High-Aid Institutions",14880.0,14880.0,34960.0,0.5064,0.456,0.4133,0.0,37.54923,-77.46012
Virginia Wesleyan University,Virginia Beach,VA,23455,"Elite, Low-Aid Institutions",36960.0,36960.0,51192.0,0.2617,0.476,0.4905,0.0,36.88974,-76.1441
Washington and Lee University,Lexington,VA,24450,"Elite, Low-Aid Institutions",64525.0,64525.0,82990.0,0.1109,0.1505,0.949,0.0,37.77883,-79.53888
Bellevue College,Bellevue,WA,98007,"Middle-Tier, Mixed-Aid Institutions",4305.0,10183.0,19798.0,0.0977,0.0319,0.335,0.0,47.61392,-122.14378
Bellingham Technical College,Bellingham,WA,98225,"Middle-Tier, Mixed-Aid Institutions",4226.0,5555.0,14885.0,0.3113,0.0864,0.4545,0.0,48.75461,-122.50307
Big Bend Community College,Moses Lake,WA,98837,"Middle-Tier, Mixed-Aid Institutions",4909.0,5443.0,19691.0,0.2944,0.0674,0.3667,0.0,47.14809,-119.3163
Central Washington University,Ellensburg,WA,98926,"Middle-Tier, Mixed-Aid Institutions",9192.0,26771.0,25148.0,0.3114,0.3568,0.4985,0.0,46.99054,-120.34902
City University of Seattle,Seattle,WA,98121,"Middle-Tier, Mixed-Aid Institutions",14589.0,14589.0,35049.0,0.1284,0.1437,0.1667,0.0,47.61548,-122.34668
Clark College,Vancouver,WA,98663,"Middle-Tier, Mixed-Aid Institutions",4632.0,10380.0,17485.0,0.2211,0.1952,0.3574,0.0,45.65449,-122.66228
Clover Park Technical College,Lakewood,WA,98499,"Middle-Tier, Mixed-Aid Institutions",6634.0,6634.0,13974.0,0.1797,0.0506,0.4066,0.0,47.16662,-122.50624
Columbia Basin College,Pasco,WA,99301,"Middle-Tier, Mixed-Aid Institutions",6194.0,8239.0,17357.0,0.2406,0.0349,0.2765,0.0,46.39184,-118.93509
Cornish College of the Arts,Seattle,WA,98121,"High-Risk, High-Aid Institutions",39913.0,39913.0,55150.0,0.3002,0.7291,0.5198,0.0,47.61548,-122.34668
Eastern Washington University,Cheney,WA,99004,"High-Risk, High-Aid Institutions",8353.0,25892.0,22772.0,0.3451,0.6753,0.4721,0.0,47.40869,-117.63575
Edmonds College,Lynnwood,WA,98036,"Middle-Tier, Mixed-Aid Institutions",4669.0,10553.0,20380.0,0.1457,0.0285,0.3315,0.0,47.81094,-122.28155
Everett Community College,Everett,WA,98201,"Middle-Tier, Mixed-Aid Institutions",4301.0,10180.0,19569.0,0.1574,0.0332,0.3826,0.0,47.99373,-122.18563
The Evergreen State College,Olympia,WA,98505,"Middle-Tier, Mixed-Aid Institutions",8999.0,30980.0,25934.0,0.4108,0.406,0.4356,0.0,47.07321,-122.97358
Pierce College District,Lakewood,WA,98498,"Middle-Tier, Mixed-Aid Institutions",4686.0,5211.0,17048.0,0.2019,0.1058,0.3122,0.0,47.16001,-122.55971
Gonzaga University,Spokane,WA,99258,"Elite, Low-Aid Institutions",53500.0,53500.0,69290.0,0.1326,0.36,0.8687,0.0,47.66612,-117.40246
Grays Harbor College,Aberdeen,WA,98520,"Middle-Tier, Mixed-Aid Institutions",4751.0,10629.0,13677.0,0.2814,0.0502,0.3156,0.0,46.99478,-123.81054
Green River College,Auburn,WA,98092,"Middle-Tier, Mixed-Aid Institutions",4580.0,5105.0,20074.0,0.1943,0.0873,0.4121,0.0,47.28851,-122.13123
Heritage University,Toppenish,WA,98948,"Middle-Tier, Mixed-Aid Institutions",19920.0,19920.0,29632.0,0.6269,0.3166,0.3981,0.0,46.23067,-120.37168
Highline College,Des Moines,WA,98198,"Middle-Tier, Mixed-Aid Institutions",4623.0,5156.0,19642.0,0.1712,0.0177,0.3862,0.0,47.39469,-122.31111
Lake Washington Institute of Technology,Kirkland,WA,98034,"Middle-Tier, Mixed-Aid Institutions",5156.0,11017.0,15351.0,0.1197,0.0451,0.3985,0.0,47.71612,-122.21332
Lower Columbia College,Longview,WA,98632,"Middle-Tier, Mixed-Aid Institutions",4346.0,5633.0,16748.0,0.3113,0.1807,0.25,0.0,46.21223,-123.06855
North Seattle College,Seattle,WA,98103,"Middle-Tier, Mixed-Aid Institutions",5058.0,5547.0,16377.0,0.1365,0.022,0.3243,0.0,47.6732,-122.34258
Northwest University,Kirkland,WA,98083,"Elite, Low-Aid Institutions",36035.0,36035.0,48442.0,0.2306,0.7333,0.6349,0.0,,
Olympic College,Bremerton,WA,98337,"Middle-Tier, Mixed-Aid Institutions",4197.0,9740.0,15380.0,0.1645,0.0434,0.3403,0.0,47.56345,-122.63405
Pacific Lutheran University,Tacoma,WA,98447,"Elite, Low-Aid Institutions",50964.0,50964.0,62921.0,0.3277,0.4398,0.7099,0.0,47.14531,-122.44392
Peninsula College,Port Angeles,WA,98362,"Middle-Tier, Mixed-Aid Institutions",4586.0,5111.0,13974.0,0.3076,0.0745,0.4063,0.0,48.01639,-123.31951
University of Puget Sound,Tacoma,WA,98416,"Elite, Low-Aid Institutions",59900.0,59900.0,75509.0,0.1671,0.4287,0.6791,0.0,47.26271,-122.48196
Renton Technical College,Renton,WA,98056,"Middle-Tier, Mixed-Aid Institutions",6723.0,7257.0,15067.0,0.18,0.0391,0.55,0.0,47.51281,-122.18923
Saint Martin's University,Lacey,WA,98503,"Elite, Low-Aid Institutions",44210.0,44210.0,56353.0,0.3978,0.5927,0.5709,0.0,47.02528,-122.799
South Seattle College,Seattle,WA,98106,"Middle-Tier, Mixed-Aid Institutions",4865.0,5354.0,15497.0,0.0981,0.0086,0.2625,0.0,47.54339,-122.35366
Seattle Central College,Seattle,WA,98122,"Middle-Tier, Mixed-Aid Institutions",4865.0,5354.0,15104.0,0.2147,0.0391,0.3141,0.0,47.60985,-122.29569
Seattle Pacific University,Seattle,WA,98119,"Elite, Low-Aid Institutions",38814.0,38814.0,53986.0,0.3318,0.5148,0.6215,0.0,47.63943,-122.36932
Seattle University,Seattle,WA,98122,"Elite, Low-Aid Institutions",54285.0,54285.0,68633.0,0.2161,0.461,0.7331,0.0,47.60985,-122.29569
Skagit Valley College,Mount Vernon,WA,98273,"Middle-Tier, Mixed-Aid Institutions",5620.0,7561.0,14326.0,0.2819,0.0583,0.336,0.0,48.40522,-122.36841
Spokane Community College,Spokane,WA,99217,"Middle-Tier, Mixed-Aid Institutions",4057.0,5494.0,14083.0,0.2775,0.1992,0.3726,0.0,47.7406,-117.26241
Spokane Falls Community College,Spokane,WA,99224,"Middle-Tier, Mixed-Aid Institutions",4058.0,5494.0,14536.0,0.2909,0.191,0.3039,0.0,47.64729,-117.53552
Tacoma Community College,Tacoma,WA,98466,"Middle-Tier, Mixed-Aid Institutions",4920.0,11030.0,16197.0,0.2432,0.133,0.3277,0.0,47.22842,-122.53479
Walla Walla Community College,Walla Walla,WA,99362,"Middle-Tier, Mixed-Aid Institutions",6513.0,7967.0,17580.0,0.2896,0.1304,0.4746,0.0,46.08727,-118.31269
Walla Walla University,College Place,WA,99324,"Elite, Low-Aid Institutions",33027.0,33027.0,44075.0,0.2515,0.4854,0.6416,0.0,46.04376,-118.38542
Washington State University,Pullman,WA,99164,"Middle-Tier, Mixed-Aid Institutions",12997.0,29073.0,27176.0,0.2559,0.3083,0.6164,0.0,,
University of Washington-Seattle Campus,Seattle,WA,98195,"Elite, Low-Aid Institutions",12643.0,41997.0,30282.0,0.1546,0.1579,0.837,0.0,47.65466,-122.30752
Wenatchee Valley College,Wenatchee,WA,98801,"Middle-Tier, Mixed-Aid Institutions",5118.0,5652.0,20346.0,0.2705,0.0423,0.3955,0.0,47.43183,-120.34356
Western Washington University,Bellingham,WA,98225,"Middle-Tier, Mixed-Aid Institutions",9286.0,27853.0,28305.0,0.2076,0.2816,0.6555,0.0,48.75461,-122.50307
Whatcom Community College,Bellingham,WA,98226,"Middle-Tier, Mixed-Aid Institutions",5146.0,11096.0,18173.0,0.1859,0.0482,0.3643,0.0,48.80064,-122.42299
Whitman College,Walla Walla,WA,99362,"Elite, Low-Aid Institutions",61492.0,61492.0,75042.0,0.1467,0.3637,0.8098,0.0,46.08727,-118.31269
Whitworth University,Spokane,WA,99251,"Elite, Low-Aid Institutions",50920.0,50920.0,65711.0,0.2799,0.5364,0.6839,0.0,47.75385,-117.41797
Yakima Valley College,Yakima,WA,98907,"Middle-Tier, Mixed-Aid Institutions",5163.0,5697.0,19374.0,0.3794,0.0784,0.3377,0.0,,
Appalachian Bible College,Mount Hope,WV,25880,"Middle-Tier, Mixed-Aid Institutions",18230.0,18230.0,29451.0,0.4091,0.2091,0.7561,0.0,37.87672,-81.20095
Bethany College,Bethany,WV,26032,"High-Risk, High-Aid Institutions",34816.0,34816.0,49137.0,0.4097,0.6839,0.4625,0.0,40.18646,-80.55024
Bethany College,Bethany,WV,26032,"High-Risk, High-Aid Institutions",34816.0,34816.0,49137.0,0.4097,0.6839,0.4625,0.0,40.18646,-80.55024
Bluefield State University,Bluefield,WV,24701,"High-Risk, High-Aid Institutions",10240.0,17560.0,20747.0,0.4075,0.5347,0.3456,0.0,37.29929,-81.2065
University of Charleston,Charleston,WV,25304,"Middle-Tier, Mixed-Aid Institutions",32842.0,32842.0,44031.0,0.2863,0.3374,0.4633,0.0,38.30521,-81.59044
